model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
1,2015,12449,1,23195,0,20,74.3,1.5
2,2016,9449,1,97758,0,20,72.4,2
8,2016,16995,0,44016,0,150,55.4,2
8,2015,7492,1,104000,0,30,62.8,2
10,2015,11793,0,113000,0,145,54.3,2
10,2015,10991,0,130000,0,145,54.3,2
0,2014,5993,1,113000,0,0,74.3,1.6
3,2017,21499,0,16389,0,145,51.4,3
12,2015,26500,0,31885,0,160,52.3,2
2,2016,13795,0,57851,0,30,64.2,2
1,2015,10706,1,27562,0,20,68.9,2
4,2017,16610,0,43316,0,30,65.7,2
3,2016,14999,0,48891,0,30,62.8,2
0,2019,15989,0,11153,1,145,55.5,1.5
3,2017,19352,0,36220,0,145,65.7,2
12,2018,36000,0,33000,0,150,47.1,3
3,2018,20000,0,35042,0,145,65.7,2
0,2019,19000,0,14759,0,150,67.3,2
2,2018,21000,0,15871,0,150,64.2,2
10,2017,28399,0,13955,0,145,47.9,3
2,2009,4495,1,138026,1,205,42.8,2
1,2016,13790,1,27255,1,125,50.4,1.5
0,2016,9749,1,57277,0,0,78.5,1.5
2,2015,9210,0,98503,0,30,65.7,2
0,2016,9699,1,52811,0,0,83.1,1.5
1,2017,19559,0,10131,0,145,60.1,2
2,2018,19988,1,10877,1,150,47.9,2
10,2015,22666,0,32988,0,205,47.1,3
12,2016,32499,0,27851,0,205,47.1,3
13,2015,29889,0,31100,0,205,44.8,3
3,2018,27989,0,10077,1,150,39.2,3
1,2015,13000,0,38500,0,20,68.9,2
8,2017,16888,0,30687,0,30,65.7,2
0,2017,15000,0,46222,1,145,47.9,2
12,2017,32000,0,41567,0,200,47.1,3
11,2016,26000,0,27580,0,205,47.9,3
2,2012,13900,0,52000,1,205,43.5,2
2,2019,34000,0,4000,0,150,47.9,3
0,2015,9700,1,48258,0,30,65.7,2
0,2019,23000,1,5121,1,145,44.1,1.5
9,2019,28000,0,4773,0,145,58.9,2
8,2019,24899,1,5322,1,145,51.4,1.5
2,2014,10147,1,55150,0,30,61.4,2
8,2016,14999,1,32794,0,20,68.9,2
8,2016,16595,1,25913,0,125,58.9,2
4,2016,15395,0,33953,0,30,62.8,2
1,2016,15299,0,21594,1,125,51.4,1.5
3,2014,12199,1,68000,0,125,58.9,2
3,2016,15499,1,55802,0,30,62.8,2
10,2016,21999,0,25291,0,145,54.3,2
0,2015,9890,1,30416,0,0,78.5,1.5
2,2016,18790,0,31000,0,200,49.6,3
0,2014,8590,1,52447,1,150,50.4,1.6
1,2017,14295,1,31453,0,20,68.9,1.5
9,2018,19999,0,27359,0,145,52.3,2
0,2018,19995,0,14449,0,145,48.7,2
8,2016,18000,0,32624,0,125,57.6,2
20,2017,17979,0,21779,1,200,41.5,2
2,2015,12237,1,56111,0,30,64.2,2
1,2016,13995,1,38412,0,30,64.2,2
1,2018,17999,0,5301,1,145,36.7,1.5
1,2015,12405,0,39132,1,125,53.3,1.5
0,2016,9977,1,47905,0,0,78.5,1.5
2,2015,11699,1,42831,0,20,68.9,2
2,2015,9773,1,71339,0,30,67.3,2
14,2019,59988,0,7791,0,145,33.6,3
11,2016,23700,0,30241,0,200,47.9,3
10,2016,23000,0,41462,0,200,47.1,3
0,2015,16900,0,39687,1,235,37.7,3
0,2017,14925,0,23786,0,20,67.3,2
5,2015,16250,0,72720,0,160,49.6,3
4,2014,14717,0,60389,0,145,55.4,2
0,2017,12199,1,22361,0,0,83.1,1.5
4,2015,15999,0,55673,0,160,49.6,3
17,2019,48989,0,19,1,145,32.5,3
11,2019,43500,0,2380,1,145,26.9,3
17,2019,46000,0,2460,1,145,34,3
4,2018,29000,0,6500,2,140,156.9,2
2,2016,14599,0,54518,0,30,64.2,2
8,2016,15999,1,44434,0,125,58.9,2
3,2016,15999,1,19684,0,145,55.4,2
0,2015,14249,0,24214,0,30,64.2,2
3,2018,19999,0,11631,1,145,45.6,2
0,2011,20999,1,14200,1,145,36.2,3
2,2015,13000,0,45064,0,20,74.3,2
2,2017,18000,0,29000,0,145,62.8,2
0,2017,19888,0,17760,0,145,61.4,2
10,2011,14000,0,69117,0,165,50.4,2
2,2015,14000,0,66355,0,125,60.1,2
4,2016,14373,0,34424,0,30,62.8,2
4,2016,14595,0,37472,0,20,68.9,2
0,2016,12349,0,79212,0,20,68.9,1.5
0,2015,10388,1,28640,0,0,83.1,1.5
1,2016,15167,0,27381,0,20,68.9,1.5
4,2018,23200,0,11868,0,145,68.9,2
2,2016,16899,0,15659,2,0,148.7,2
2,2016,10000,1,86800,0,30,67.3,2
4,2014,11295,0,96850,0,160,51.4,2
2,2018,18799,0,31150,0,145,62.8,2
1,2018,20000,0,20915,0,145,49.6,2
0,2015,12999,0,28571,0,20,67.3,2
0,2014,8890,1,38484,1,145,50.4,1.6
1,2017,15499,0,17931,0,30,67.3,2
10,2019,56000,0,3771,1,145,24.8,3
0,2019,31000,0,2922,1,145,34.5,2
2,2017,17895,0,17088,0,145,62.8,2
0,2018,22499,0,9193,1,145,32.5,3
2,2014,10795,0,101040,0,165,52.3,3
4,2015,11500,0,79340,0,30,62.8,2
3,2016,13795,0,80950,0,30,65.7,2
2,2015,11999,1,40461,0,20,72.4,2
4,2015,14195,0,46140,0,30,62.8,2
2,2014,13000,0,94450,0,160,52.3,3
0,2014,7295,1,72910,0,20,68.9,2
1,2016,11795,0,67370,1,125,50.4,2
10,2014,14000,0,60590,0,160,50.4,2
0,2015,10795,1,55820,0,20,70.6,1.5
3,2015,10195,0,110720,0,125,61.4,2
2,2015,12500,0,70620,0,125,60.1,2
3,2015,14800,0,33627,0,145,56.5,2
1,2016,13200,0,28918,1,125,53.3,1.5
2,2016,15799,1,27218,1,235,38.7,2
3,2017,21699,0,13907,0,145,55.4,3
3,2016,17499,0,35399,0,145,55.4,3
4,2016,15699,0,34609,0,30,62.8,2
8,2013,10899,0,42073,0,160,52.3,2
0,2012,7400,0,43835,1,145,48.7,1.6
1,2018,13799,1,13369,0,145,65.7,1.5
0,2016,13600,0,19277,0,30,62.8,2
2,2015,14500,0,54305,0,125,60.1,2
1,2016,13500,0,62140,2,0,141.2,1.5
1,2016,13699,1,62379,0,30,62.8,2
1,2016,12000,0,78459,0,20,68.9,2
1,2017,14299,0,69241,0,125,60.1,2
4,2015,9500,1,91498,0,125,61.4,2
1,2017,15000,0,49186,1,145,50.4,1.5
0,2018,12499,1,26146,0,145,78.5,1.5
3,2015,14725,0,49256,0,125,60.1,2
11,2015,19500,1,39824,0,160,52.3,2
5,2013,16200,0,36049,0,160,49.6,3
2,2015,12920,0,48250,0,30,64.2,2
10,2016,19200,0,46837,0,200,47.9,3
2,2016,15325,0,20889,2,0,148.7,2
2,2015,10225,1,91246,0,125,61.4,2
3,2015,21000,0,17006,1,235,38.2,3
1,2015,10395,1,63980,0,20,74.3,1.5
3,2016,14000,0,89200,0,30,65.7,2
10,2015,13295,0,110860,0,145,54.3,2
0,2017,10500,1,81980,0,30,65.7,2
0,2015,15750,0,44715,1,235,37.7,3
2,2014,14500,0,10303,0,30,62.8,2
2,2017,18499,0,10501,2,135,148.7,2
0,2016,11726,1,34240,0,20,68.9,2
0,2013,7500,1,63861,0,30,65.7,2
0,2016,11000,1,56121,1,125,52.3,1.5
4,2013,9299,0,88004,0,125,57.6,2
3,2015,13000,0,106220,0,160,51.4,3
4,2014,12000,0,73500,0,30,62.8,2
4,2015,10000,0,131520,0,125,60.1,2
2,2011,6395,0,79210,0,145,53.3,2
1,2016,11000,1,79060,0,30,64.2,2
3,2016,13295,0,84140,0,30,65.7,2
0,2018,12299,1,38164,0,145,78.5,1.5
0,2013,7699,1,51988,0,0,74.3,1.6
2,2013,7999,1,76429,0,20,68.9,2
0,2013,10000,0,60260,0,30,64.2,2
0,2014,11000,0,71700,0,125,60.1,2
1,2015,9495,0,91620,0,30,61.4,2
8,2014,9500,1,54630,0,160,51.4,2
0,2016,14499,1,17467,0,30,62.8,2
0,2016,10514,1,39512,0,0,78.5,1.5
0,2015,10348,0,57570,0,0,74.3,2
8,2017,19085,0,36983,0,145,57.6,2
2,2017,16746,0,32230,0,30,64.2,2
2,2017,16500,0,42205,0,150,62.8,2
0,2014,15000,1,44514,1,305,35.3,3
2,2017,19500,0,35303,2,0,134.5,2
8,2018,21800,0,10947,0,145,60.1,2
0,2017,13500,1,16681,0,150,68.9,0
8,2018,21800,0,12208,0,150,60.1,2
4,2015,12700,0,50000,0,20,68.9,2
2,2017,17000,0,45000,3,140,134.5,2
3,2015,16300,0,57920,0,165,51.4,3
4,2016,17500,0,36155,0,160,51.4,3
2,2016,16500,0,23340,0,30,64.2,2
0,2016,11900,1,26093,1,125,53.3,1.5
0,2016,13300,0,32404,1,30,55.5,1.5
0,2015,11200,0,48282,0,20,70.6,2
3,2017,14000,0,53639,0,145,70.6,2
1,2017,14300,0,7861,1,30,55.4,1.5
0,2016,9400,1,58719,0,20,72.4,1.5
12,2017,29700,0,31000,0,150,47.1,3
3,2016,16000,0,39708,0,30,65.7,2
12,2015,23800,0,54248,0,200,47.1,3
12,2018,32700,0,17552,0,145,45.6,3
4,2017,22500,0,25000,0,150,62.8,2
4,2018,22500,0,34000,0,150,62.8,2
0,2014,12000,1,15520,0,30,64.2,2
0,2018,13100,0,33372,1,145,58.9,1.5
22,2017,19300,0,32867,3,0,470.8,0.6
0,2017,11400,1,37000,1,125,53.3,1.5
0,2015,13800,0,29867,0,30,65.7,2
1,2018,14995,0,13889,1,145,55.4,1.5
2,2016,12600,0,52125,0,20,70.6,2
1,2016,11300,0,34090,0,20,72.4,1.5
0,2016,9800,1,57178,0,20,72.4,1.5
8,2017,15200,1,24607,0,125,60.1,2
0,2013,10400,0,35000,0,30,64.2,2
2,2017,14200,1,18059,1,150,48.7,2
0,2018,16200,0,9856,1,145,55.5,1.5
2,2016,15600,0,26267,0,20,70.6,2
3,2015,19200,0,41670,0,200,47.9,3
0,2013,7500,1,67708,0,0,74.3,1.6
4,2013,10800,0,73000,0,125,57.6,2
1,2016,12500,1,22500,1,30,57.6,1.5
0,2018,12800,0,38527,1,145,58.9,1.5
0,2017,15200,0,26660,0,20,67.3,2
0,2016,15200,0,23377,0,30,65.7,2
4,2016,13500,0,61425,0,125,60.1,2
3,2016,18100,0,39891,0,145,53.3,3
0,2015,15500,1,45853,1,300,35.3,3
10,2017,21800,0,35428,0,145,54.3,2
2,2017,14300,0,36178,0,150,70.6,2
0,2015,12300,0,32694,0,20,72.4,1.5
0,2017,11800,1,38356,0,145,83.1,1.5
0,2016,12300,1,16483,1,125,53.3,1.5
0,2016,12700,1,14634,1,125,53.3,1.5
0,2017,13700,1,14232,1,125,53.3,1.5
3,2016,17800,0,24085,0,30,65.7,2
0,2014,11700,0,29626,1,125,50.4,1.6
4,2017,22300,0,12727,0,150,65.7,2
0,2018,14300,1,13778,1,150,53.3,1.5
2,2018,21300,0,11258,0,145,64.2,2
2,2018,16100,0,44155,0,145,60.1,2
8,2018,22600,0,11070,1,145,44.8,2
0,2016,10700,1,27382,0,0,83.1,1.5
0,2013,9700,1,58689,1,145,47.9,1.6
4,2012,11300,0,47185,0,125,57.6,2
0,2015,12450,0,54789,0,30,65.7,2
2,2015,12700,0,49122,0,30,67.3,2
2,2016,14500,0,52000,0,30,64.2,2
2,2016,17400,0,61852,0,200,49.6,3
3,2017,20500,0,24231,0,145,55.4,3
1,2016,15000,1,14395,1,145,47.1,1.5
0,2015,16300,1,34271,1,300,35.3,3
2,2014,9500,1,58470,0,30,62.8,2
11,2016,24000,0,25465,0,200,47.9,3
2,2016,16500,0,36584,0,30,62.8,2
3,2017,19500,0,32632,0,125,58.9,2
2,2019,16800,1,13648,0,145,62.8,2
2,2015,14000,1,33021,0,125,60.1,2
12,2016,29000,0,20851,0,200,47.1,3
10,2016,21000,0,31955,0,150,54.3,2
2,2017,14400,1,14358,1,150,48.7,2
3,2017,17000,1,21869,1,150,46.3,2
0,2012,6985,1,72300,0,30,62.8,2
2,2014,9995,0,103000,0,125,60.1,2
1,2017,14200,1,7329,1,125,52.3,1.5
3,2018,18000,0,27000,1,150,48.7,2
1,2016,12250,1,20905,1,125,52.3,1.5
0,2017,11850,1,29227,1,125,53.3,1.5
10,2017,19800,0,38636,0,145,54.3,2
3,2018,21000,0,15865,1,145,48.7,2
0,2014,16700,0,32271,1,235,37.7,3
1,2016,15400,1,6593,0,20,68.9,1.5
0,2015,12100,1,15113,0,20,72.4,1.5
2,2016,14500,0,30284,0,30,65.7,2
4,2017,22000,0,38002,0,145,60.1,2
3,2017,18800,0,19708,0,145,65.7,2
5,2017,23400,0,23954,1,260,36.7,3
4,2016,18000,0,32868,0,125,60.1,2
2,2018,18000,1,45344,0,145,64.2,2
2,2018,21000,0,17932,0,145,64.2,2
0,2019,17600,0,12839,0,145,70.6,2
0,2019,16000,0,9119,1,150,38.7,1.5
3,2016,16000,1,33650,1,160,44.8,2
0,2001,13000,1,22633,1,125,53.3,0
0,2016,12000,1,30445,1,125,53.3,1.5
0,2017,12800,1,30521,0,145,68.9,0
3,2017,17000,1,36163,0,145,62.8,2
2,2018,18000,0,23611,0,150,64.2,0
10,2011,9995,0,76000,0,165,50.4,2
2,2016,14800,0,65000,0,125,57.6,2
3,2016,13950,1,43480,0,30,62.8,2
2,2018,20000,0,27725,0,145,64.2,2
2,2015,14500,0,16255,0,30,65.7,2
0,2016,11000,1,34683,0,0,83.1,1.5
2,2018,18000,0,24716,0,150,64.2,0
0,2016,13700,1,36948,0,30,62.8,2
0,2016,12400,1,24528,0,20,68.9,0
17,2015,28500,2,40000,1,305,34,3
1,2017,13300,1,19029,1,150,52.3,1.5
1,2017,14400,0,25975,1,150,53.3,1.5
0,2016,12500,1,11734,1,125,53.3,1.5
8,2016,15000,1,13449,0,20,68.9,2
0,2017,11400,1,40000,0,20,72.4,1.5
1,2019,19250,0,13414,1,150,50.4,1.5
2,2016,19000,0,26114,0,145,53.3,3
3,2015,15200,0,49450,0,20,62.8,2
0,2018,15800,1,2901,1,145,37.7,1.5
2,2016,13800,1,19401,0,30,67.3,2
2,2017,19000,0,19345,0,150,64.2,2
0,2017,13000,1,24104,1,125,53.3,1.5
2,2016,18500,0,24585,0,145,56.5,3
0,2016,12300,1,30856,0,20,68.9,2
2,2018,16200,0,40151,0,145,67.3,2
2,2018,20500,0,28918,0,145,64.2,2
0,2018,15300,1,36469,0,150,50.4,1.5
1,2018,17000,0,20000,1,150,50.4,1.5
4,2019,26000,0,13000,0,145,65.7,2
0,2019,18000,0,11961,0,145,47.9,1.5
0,2015,13800,0,39141,0,30,65.7,2
0,2014,12800,1,10503,1,145,50.4,1.6
0,2019,14500,1,30372,1,145,53.3,1.5
1,2016,15000,0,17097,0,20,68.9,0
0,2017,15000,0,17392,1,30,55.5,1.5
2,2018,15800,1,27692,0,145,68.9,2
8,2015,17700,0,27460,0,125,57.6,2
1,2017,17000,0,33000,0,145,65.7,2
2,2017,13500,0,48704,1,125,51.4,2
8,2017,16300,1,27473,0,125,58.9,2
1,2017,12700,1,22397,1,125,52.3,1.5
0,2018,14700,0,16313,1,145,55.5,1.5
9,2018,20500,0,6471,0,145,52.3,2
2,2017,16600,0,50000,3,0,134.5,2
2,2015,20990,1,17620,1,265,36.7,3
0,2016,19290,0,28451,1,240,37.7,3
0,2017,16800,0,22396,1,145,54.3,1.5
2,2016,16900,0,38480,2,0,148.7,2
2,2016,16500,0,42298,0,125,60.1,2
2,2015,15600,0,33452,0,30,64.2,2
8,2016,15000,1,32313,0,20,68.9,2
0,2018,12700,0,35742,1,145,58.9,1.5
2,2017,13750,1,27779,1,150,48.7,2
8,2017,15400,1,18000,0,20,68.9,2
1,2017,13400,0,49264,0,150,62.8,2
0,2015,12800,1,37391,0,30,65.7,2
2,2016,16700,0,52880,2,0,134.5,2
2,2016,12300,1,32759,0,20,72.4,2
0,2015,15490,0,31141,0,30,64.2,2
4,2014,14990,0,55306,0,125,57.6,2
8,2016,17000,1,41377,0,125,58.9,2
3,2017,19800,0,23609,0,125,60.1,2
0,2016,15700,1,19732,0,30,62.8,2
0,2017,12900,0,42159,0,150,70.6,2
1,2017,12000,0,39370,0,150,68.9,2
1,2017,15000,0,36729,0,30,67.3,2
1,2016,15200,0,24146,0,30,65.7,2
0,2019,17800,1,7218,1,150,52.3,1.5
8,2017,17000,1,18000,0,125,58.9,2
7,2019,73900,0,953,1,145,26.9,4.4
3,2019,26490,0,6751,1,145,48.7,2
2,2018,19800,0,29473,0,145,64.2,2
0,2014,12000,0,34795,0,30,64.2,2
2,2013,8500,1,49884,1,145,47.9,1.6
1,2017,16300,0,36869,1,145,47.9,2
2,2016,16600,0,31741,0,20,65.7,2
2,2015,15700,0,42492,0,145,56.5,3
1,2018,19600,1,15621,0,145,60.1,2
12,2017,30000,0,23882,0,145,47.1,3
0,2018,19990,0,20022,0,150,48.7,2
0,2017,21400,0,23000,1,205,39.8,3
1,2017,16400,0,8012,1,150,53.3,1.5
2,2018,17995,0,17500,1,150,54.3,1.5
3,2019,28500,0,5123,1,145,48.7,2
2,2020,32400,0,2121,0,145,52.3,2
10,2019,35900,0,4078,1,145,30.4,2
3,2016,19290,0,44675,0,125,58.9,2
12,2015,35400,0,27947,0,235,42.8,3
1,2019,21990,1,1243,1,145,42.2,1.5
1,2015,13290,0,27419,0,30,55.4,2
8,2017,22000,0,14105,0,150,60.1,2
8,2017,22000,0,10048,0,150,60.1,2
8,2017,18300,0,43147,0,145,57.6,2
0,2013,11000,1,37012,0,30,62.8,2
0,2018,17500,1,4971,1,150,52.3,1.5
0,2017,15000,0,15592,1,30,55.5,1.5
1,2016,19700,0,26193,1,260,37.2,3
1,2016,13400,1,35437,0,30,64.2,2
0,2015,12000,1,48489,0,30,65.7,2
1,2014,13990,1,42947,1,205,42.8,2
12,2016,26900,0,17303,0,205,47.9,3
2,2018,18990,0,42967,1,150,48.7,2
1,2015,13900,0,29867,0,30,68.9,2
2,2016,17400,0,32500,0,30,64.2,2
0,2017,16990,0,23000,0,30,65.7,2
1,2018,19800,0,10764,1,145,47.9,2
10,2017,23100,0,35903,0,145,54.3,2
0,2017,12988,1,42069,0,20,68.9,2
0,2013,11400,1,59824,0,125,58.9,2
2,2014,15690,0,44900,0,125,58.9,2
0,2014,12990,1,34902,1,145,50.4,1.6
1,2016,20600,0,22901,1,260,37.2,3
4,2017,26990,0,20508,0,145,56.5,3
0,2017,15400,0,57414,0,145,68.9,1.5
0,2013,14490,1,34628,1,145,52.3,1.6
3,2015,18990,0,24102,0,145,56.5,2
2,2019,31489,0,7834,0,145,49.6,2
11,2020,44899,0,100,1,145,26.9,3
2,2020,34900,0,100,0,145,50.4,2
2,2020,39900,0,13,0,145,44.1,3
13,2019,58900,0,15,0,145,34.9,3
2,2016,12000,1,42119,0,30,67.3,2
4,2014,13500,0,41522,0,30,62.8,2
0,2015,13600,0,38046,0,20,67.3,2
0,2017,15800,0,30257,0,145,68.9,2
11,2018,27800,0,17878,0,145,54.3,2
3,2016,17300,0,32837,0,30,65.7,2
2,2015,13100,1,36801,0,30,61.4,2
8,2016,17400,1,28999,0,125,58.9,2
4,2017,22400,0,16942,1,145,48.7,2
2,2018,22800,0,18627,1,145,47.9,2
1,2018,18490,0,7913,0,145,56.5,1.5
3,2015,16900,0,57317,1,160,44.8,2
22,2015,17400,0,29465,4,0,470.8,1
10,2018,30990,0,13034,0,145,54.3,2
0,2017,21990,0,13905,1,145,39.8,3
2,2014,15490,1,47701,0,145,55.4,2
0,2015,11490,1,62538,1,30,56.5,1.5
3,2018,22900,0,15814,1,145,48.7,2
8,2019,26990,0,7288,1,145,39.8,2
20,2020,39990,0,1784,1,150,33.2,3
1,2015,12690,1,29400,0,20,68.9,2
2,2019,33890,0,2993,0,150,47.9,3
0,2018,18995,0,11885,1,150,36.7,2
8,2020,33400,1,321,0,145,50.4,2
2,2020,43900,0,11,1,145,34.9,3
23,2015,44990,0,43323,2,0,134.5,1.5
2,2014,9500,0,75083,0,20,68.9,2
2,2015,13000,1,34533,0,125,60.1,2
2,2016,10000,0,84878,0,0,74.3,2
2,2015,19690,0,47741,0,200,49.6,3
5,2015,18990,0,62953,0,160,51.4,3
2,2016,20400,0,40421,0,160,51.4,3
1,2019,23900,0,2426,0,145,47.1,2
2,2016,15400,1,21854,1,145,48.7,2
1,2018,19990,0,19234,0,145,47.1,2
10,2016,21990,0,35121,0,145,54.3,2
2,2014,14500,0,45140,0,125,57.6,3
2,2016,10000,0,104720,1,125,51.4,1.5
3,2016,13000,0,129590,1,150,48.7,2
1,2016,13995,1,36250,0,30,64.2,2
2,2007,5795,0,83350,1,325,31.4,3
2,2020,29490,0,12,1,145,42.2,2
2,2019,26899,0,11512,0,145,52.3,2
0,2019,26989,0,5444,0,145,51.4,2
2,2020,34900,0,10,1,145,40.4,2
2,2018,20690,0,16986,0,145,64.2,2
1,2016,13900,1,38811,0,20,68.9,1.5
4,2016,14499,0,53689,0,30,62.8,2
1,2014,11000,1,37148,0,30,62.8,2
0,2014,9500,1,36672,0,30,65.7,2
8,2016,13999,1,30466,0,20,68.9,2
1,2016,11999,0,68945,0,20,68.9,1.5
0,2016,17199,1,18706,1,260,36.2,3
2,2012,7500,1,75453,0,30,62.8,2
1,2017,16500,1,66410,1,260,36.2,3
4,2014,11695,0,65520,0,30,62.8,2
2,2014,14500,0,48760,0,125,57.6,3
0,2014,6795,1,102520,0,30,62.8,2
2,2015,12500,0,107940,0,145,56.5,3
3,2016,12000,0,117230,0,30,65.7,2
10,2015,13000,1,105320,0,160,52.3,2
0,2016,8000,1,101980,0,20,68.9,2
1,2015,7395,1,100230,0,20,68.9,2
3,2015,14000,0,58900,0,30,65.7,2
2,2015,13295,0,76720,0,165,51.4,3
0,2018,13425,1,22045,1,150,53.3,1.5
2,2016,11250,0,70600,0,30,70.6,2
2,2016,14195,0,56140,2,0,148.7,2
4,2016,12295,0,97930,0,125,60.1,2
1,2016,10500,1,83200,0,30,64.2,2
2,2017,13999,1,23608,1,150,48.7,2
0,2013,10125,1,61040,1,205,42.8,2
6,2006,4995,0,81000,0,325,34.4,3
2,2009,4195,1,70000,1,165,47.9,2
0,2014,10395,1,25000,0,0,74.3,1.6
2,2017,15350,0,40244,0,30,64.2,2
0,2016,11500,1,54156,0,30,65.7,2
0,2018,13750,1,17613,1,145,37.7,1.5
8,2016,17225,1,17531,0,125,58.9,2
2,2017,8795,1,108190,0,30,62.8,2
0,2015,10695,0,52770,1,145,48.7,1.6
2,2014,8000,1,99920,0,125,58.9,2
2,2016,14295,0,94810,2,0,134.5,2
2,2014,8795,1,130340,0,145,55.4,2
4,2016,11000,0,100170,0,20,68.9,2
2,2016,19495,0,27500,0,160,51.4,3
2,2014,11295,0,52117,0,30,62.8,2
2,2015,13980,0,36816,0,30,70.6,2
2,2009,5695,2,110931,0,160,51.4,2
3,2015,14995,1,51611,0,125,58.9,2
6,2014,13999,0,53329,0,160,50.4,3
8,2017,17299,0,35779,0,145,55.4,2
2,2015,8500,1,71915,0,20,68.9,2
1,2017,16350,0,13750,0,145,62.8,2
8,2013,9995,1,44013,0,160,51.4,2
2,2015,10000,0,99530,0,30,67.3,2
2,2016,14295,0,86060,2,0,134.5,2
2,2015,9500,1,128850,0,145,56.5,2
10,2016,15500,1,72070,0,160,52.3,2
10,2016,16295,0,81050,0,150,54.3,2
4,2016,9000,1,93240,0,30,65.7,2
0,2015,11695,0,58620,0,20,67.3,2
2,2010,3800,1,156800,0,125,58.9,2
2,2012,8985,0,67458,0,30,62.8,2
3,2014,13991,0,44042,0,125,57.7,2
8,2012,7985,0,82570,0,150,56.5,2
10,2015,13985,0,77120,0,150,54.3,2
12,2013,21000,0,52000,0,200,45.6,3
2,2013,9489,1,52757,0,30,62.8,2
2,2017,18999,0,24658,2,0,134.5,2
4,2016,15499,0,35487,0,30,65.7,2
1,2015,14700,0,32882,0,125,60.1,0
1,2016,14999,1,21985,1,160,44.1,2
4,2013,11299,0,73876,0,145,55.4,3
0,2016,10399,1,33546,0,0,83.1,1.5
2,2013,10995,1,45883,0,30,62.8,2
2,2016,16995,0,14867,0,145,56.5,3
4,2014,13995,0,48280,0,30,62.8,2
0,2015,10495,1,27000,0,0,78.5,1.5
4,2016,12494,0,49305,0,20,68.9,2
4,2016,13699,0,36813,0,20,68.9,2
8,2016,15994,1,24984,0,125,58.9,2
12,2018,47994,0,19750,0,140,47.1,3
2,2007,5994,0,118000,0,300,38.2,3
1,2016,9799,0,67170,0,20,72.4,1.5
2,2015,13999,1,40430,0,145,56.5,2
4,2015,11999,0,74014,0,30,62.8,2
2,2017,18999,0,29528,0,145,64.2,2
2,2015,11999,1,40814,0,20,68.9,2
3,2016,18499,0,60018,0,160,49.6,3
3,2016,15499,1,32157,1,200,42.8,2
2,2018,21200,0,13590,0,150,64.2,2
2,2018,18000,0,24240,0,150,64.2,0
1,2015,8995,0,64888,0,20,68.9,2
2,2016,16999,1,18520,1,200,43.5,2
0,2015,9499,1,54228,0,0,83.1,1.5
0,2013,7399,1,58149,0,0,74.3,1.6
4,2017,24999,0,5336,2,135,156.9,2
3,2015,15499,1,32423,0,145,53.3,2
4,2017,22199,0,21319,0,145,62.8,2
4,2014,14750,0,20741,0,30,62.8,2
0,2015,12059,0,69758,0,125,60.1,2
1,2017,14000,1,18234,1,145,52.3,1.5
0,2016,10599,1,27636,0,0,83.1,1.5
2,2011,4994,1,112000,0,30,62.8,2
4,2013,11000,0,86000,0,160,51.4,2
0,2012,6500,1,93000,0,30,62.8,2
0,2017,19750,0,29000,1,205,39.8,3
4,2014,11500,0,92000,0,125,57.6,2
0,2013,8000,1,50000,1,145,49.6,1.6
2,2017,13199,0,54962,0,145,74.3,2
4,2016,16399,0,45036,1,160,44.8,2
1,2016,10725,1,45930,1,145,48.7,1.5
8,2016,15199,0,41571,0,125,60.1,2
3,2016,13999,1,45253,0,30,67.3,2
0,2014,9999,1,63169,0,30,64.2,2
2,2017,15349,0,53347,2,0,148.7,2
0,2016,10699,1,34933,0,0,83.1,1.5
0,2013,9999,1,48279,1,145,50.4,1.6
2,2017,13499,0,52716,0,145,70.6,2
10,2014,14999,0,47925,0,160,50.4,2
10,2015,18699,0,24288,0,145,54.3,2
2,2018,16200,0,10591,0,145,67.3,2
1,2017,16499,0,16888,1,145,51.4,1.5
1,2017,15887,0,46827,2,135,141.2,1.5
8,2013,10299,0,33412,0,160,52.3,2
3,2015,15699,0,33689,0,20,70.6,2
0,2016,12599,1,29752,0,20,70.6,1.5
3,2014,14999,0,32463,1,200,43.5,2
8,2017,15399,1,18097,0,145,68.9,2
2,2016,15499,1,42571,0,125,58.9,2
4,2015,10699,0,93056,0,20,68.9,2
2,2015,13999,0,46531,0,125,61.4,2
0,2012,7899,1,85827,0,30,62.8,2
0,2017,14599,0,15361,0,145,72.4,1.5
12,2017,30999,0,32812,0,145,47.1,3
0,2018,12399,1,23635,0,145,72.4,1.5
4,2016,13119,1,51780,0,125,60.1,2
1,2015,10999,1,54050,0,20,74.3,1.5
0,2016,11299,1,24441,0,0,78.5,1.5
2,2015,18499,0,31047,0,160,51.4,3
0,2014,13999,1,53832,1,300,35.3,3
1,2017,15999,0,29122,1,125,51.4,1.5
0,2016,10199,1,58305,0,0,83.1,1.5
2,2014,8199,1,94347,0,30,65.7,2
0,2018,14399,1,13094,1,145,37.7,1.5
0,2015,11499,1,50127,0,125,57.6,2
2,2013,9999,1,74947,0,30,62.8,2
1,2017,14495,1,28180,1,125,53.3,1.5
3,2016,20499,0,16955,0,145,53.3,3
0,2018,21999,0,30400,1,145,39.8,3
3,2016,15499,0,64997,0,145,55.4,3
2,2013,12299,0,43425,0,125,57.6,3
3,2016,11250,1,97706,0,30,62.8,2
2,2016,11750,0,50318,0,30,67.3,2
